gene_name	baseMean	log2FoldChange	padj	N2_1	N2_2	WT_1	WT_2
1700047I17Rik2	1106.44385794784	-1.00507645018137	2.97390188395688e-12	609.06019239179	683.646084617531	1248.67169905259	1258.45155686788
1700112E06Rik	20.9919137926345	3.92531399624061	0.00485426147581144	26.2980707503175	54.3337798990607	0	3.4929385755646
2410002F23Rik	2101.06735933605	-1.07594464891286	0.000545169605212771	1353.8735723239	1070.179163868	2488.45206142776	2530.92049440604
4930480K23Rik	46.2155425204635	-8.40742967402961	0.0240991867281112	0	0	39.1281398323567	72.2476555545344
AI854703	173.374108955931	4.8927686624815	0.025129333525634	19.0667680099315	1243.84106146425	13.1953243134746	29.2355154159763
Agt	1335.6312548339	1.29262083470727	0.0113279071094794	1427.88907096598	2618.77835621943	723.712787346721	926.463402320076
Alg12	301.742442474697	-1.12882238282087	0.0297792729951447	145.472616034638	139.214726885068	215.776160344956	375.107416720823
Amot	693.61690352093	-1.4175754171448	0.0259618828361408	639.090531763973	405.22415709134	1413.85229946574	1423.03025027302
Ang	46.6799433257088	-2.33553451877623	0.00234106275099865	17.0545146999172	13.620423244247	86.4416584525542	62.8954533833321
Ankrd13c	2113.2943725622	1.54867465257333	2.50086393457044e-08	2633.18937899045	2592.69125203396	871.179383727665	1214.63347156416
Ankrd45	721.129366437383	-2.95296620998347	0.0132793896564968	67.3490037926259	386.052926585082	821.597742119511	2524.14439733001
Apba2	9593.83755693696	1.84891151397401	3.24448435767571e-19	10847.6672160914	11894.5198154586	2714.55085206541	3607.89598422423
Appbp2	989.813175368532	-4.22408218141125	2.19709279977833e-22	80.5041315974887	127.949923691938	1897.08162629877	1972.89322996778
Arhgap15	187.08078525464	-3.05119085785768	0.0259618828361408	12.737267772591	14.0648297080328	27.175899047233	196.133744195893
Asxl3	457.595734475896	1.88649222787786	0.00830381206578272	885.015328095076	913.123143702141	140.167781651163	264.716819245608
Atl3	1848.57923375279	1.20753177940506	0.0149042207150437	2483.9761657383	2481.38950373054	1374.34377849574	772.22085547027
Atpaf1	1220.69563041748	-2.3567505223652	4.07352136716038e-42	325.194321058277	323.021118828828	1827.04490494263	1477.90571033866
Brsk2	366.126594562824	-2.52183254658944	0.0236128921251972	112.76061983407	145.063141344816	1033.49652729231	464.110550878736
C230091D08Rik	226.44959391889	-25.4866661754623	2.8874371186497e-05	0	0	0	1823.69128922418
Cabyr	248.826510818459	2.00097465808217	0.0285730748125329	172.596465856979	408.568927599487	121.740456630034	72.0810603816978
Caml	649.646723829267	4.16046509201025	2.03500579752923e-08	604.840251870605	663.871325385221	38.5709479932334	33.2680003009385
Cbs	360.093787947314	1.08631828724071	0.00115988026726651	571.619180206757	532.235910432869	257.234464262772	262.789125439512
Ccdc137	217.910926806955	-3.26218809666744	0.00111538012624069	61.3149208649708	63.8457902020838	195.165471327697	1003.79066182859
Ccl21a	15.8786052513758	3.6114149017735	0.0186212022019592	21.1852977888128	30.4143261234935	1.01502494719035	5.04060610620281
Cd6	10.4141313706416	-6.29368345457395	0.0150272581494976	0	0	19.1591313525084	12.0182020314694
Clcn6	3836.19257955174	-2.35086129366817	9.33024360094778e-51	1086.55180599578	1219.1792008374	5959.02995090284	5780.34008584112
Clec4n	8.22794315549407	-5.90956090984673	0.0314388467073039	0	0	12.7074255088958	11.6501497213855
Clip4	2024.61209909287	2.62406874829497	1.47338997871327e-07	2044.88897894164	4117.74035869866	645.814682352049	359.55704766908
Cpne7	5359.64875771419	-1.68466147605877	0.000582176547527974	1577.57285733468	3332.06422864137	7800.89709911301	7473.56108906571
Cttn	701.519993372441	-1.28214466204062	2.06770459263925e-05	609.669269659379	431.081086384209	1091.27950431902	1263.06074980507
Cux2	886.823082695968	-3.21317775121069	0.0165852488671342	181.724837664465	22.9866810033551	864.636983877823	1258.52429104723
Cysltr2	9.28666193079829	-6.97243327832972	0.0408312278122832	0	0	32.1339279805932	15.0189967060174
D7Ertd443e	92.9683243911504	-2.41166199224867	0.00011262778976762	46.9277114665595	23.8664485864888	204.30279338829	169.12193302424
Dot1l	1359.85560970023	2.08580535161488	5.98312598384526e-05	1082.97909378702	2262.80314580316	423.54510941073	260.257965157826
E430024I08Rik	212.46533605438	5.47557006894743	1.55048039506115e-25	389.531066129167	383.024414477045	8.67029316143297	36.1065991952749
Ednrb	2543.80885057484	-1.07488445234522	2.42660267178165e-08	1454.70133825377	1576.49860188049	2813.82329315263	3318.11124971708
Eif4e2	780.116019737551	-1.20905004905405	0.0110059331684537	625.632480048424	476.11656989864	852.950250045358	1093.33634509703
Elfn2	10700.2284038916	2.07486478345183	0.0423837532930674	13696.880107489	17122.4156613903	6367.17846707358	2021.1116127743
